,Name,State
633,Cape Royal Drive,Arizona
634,Cape Royal Trail,Arizona
635,Carefree Resort and Villas,Arizona
636,Casa Grande Ruins National Monument in Arizona Preserves Hohokam Ruins,Arizona
637,Casino of the Sun,Arizona
638,Castle Dome,Arizona
639,Castles N' Coasters,Arizona
640,Catalina American Baptist Church,Arizona
641,Catalina State Park,Arizona
642,Cathedral Rock,Arizona
643,Cave Creek Canyon,Arizona
644,Cave Creek Regional Park,Arizona
645,Cave Creek Trail Rides,Arizona
646,Cedar Grove Village,Arizona
647,Cedar Springs Trail,Arizona
648,Celebrity Theatre,Arizona
649,Center for Creative Photography,Arizona
650,Chamber Music Sedona,Arizona
651,Chandler Fashion Center,Arizona
652,Chaparral Suites Resort,Arizona
653,Chapel of San Pedro,Arizona
654,Chapel of the Holy Cross,Arizona
655,Charles Trumbull Hayden Memorial,Arizona
656,Charming Old Mining Town of Jerome,Arizona
657,"Chase Field in Phoenix, Arizona",Arizona
658,Chief Surgeon's House,Arizona
659,Chinese Cultural Center,Arizona
660,Chiricahua National Monument in Arizona is a Mecca for Hikers,Arizona
661,Christown Spectrum Mall,Arizona
662,Church Rock,Arizona
663,Clear Creek Trail,Arizona
664,Clemenceau Heritage Museum,Arizona
665,Cleopatra Hill,Arizona
666,Cliff Castle Casino,Arizona
667,Club House Hospital,Arizona
668,Cochise Stronghold,Arizona
669,Coconino Canyon Trail,Arizona
670,Coconino Center for the Arts,Arizona
671,Coconino National Forest,Arizona
672,Cocopah Museum,Arizona
673,Coldwater Golf Club,Arizona
674,Colorado River Indian Tribes Museum,Arizona
675,Colossal Cave Mountain Park,Arizona
676,Commemorative Air Force Museum,Arizona
677,Continental Country Club,Arizona
678,Copper Canyon Golf Club,Arizona
679,Copper Queen Mine,Arizona
680,Copper Spike Railway,Arizona
681,Copper Square - Downtown Arizona,Arizona
682,CopperWynd Resort and Club,Arizona
683,Coronado Peak Trail,Arizona
684,Cosanti Foundation,Arizona
685,Cracker Jax Family Fun & Sports Park,Arizona
686,Crazy Jug Point,Arizona
687,Cricket Pavilion,Arizona
688,Days Inn,Arizona
689,Dead Horse Ranch State Park,Arizona
690,Deer Creek Trail,Arizona
691,Deja Brew Tours,Arizona
692,Desert Caballeros Western Museum,Arizona
693,Desert Canyon Golf Club,Arizona
694,Desert Diamond Casino,Arizona
695,Desert Lakes Golf Course,Arizona
696,Desert Ridge Marketplace,Arizona
697,Desert Skydiving Centre,Arizona
698,Desrt Ecology Trail,Arizona
699,Devil's Bridge Trail,Arizona
700,Devils Playground,Arizona
701,Dodge Theatre,Arizona
702,Dolly Steamboat,Arizona
703,Dorrance Planetarium,Arizona
704,Doubletree Guest Suites Phoenix,Arizona
705,Doubletree Paradise Valley Resort,Arizona
706,Douglas Mansion,Arizona
707,Dove Valley Ranch Golf Club,Arizona
708,Downtown Historic Area,Arizona
709,Downtown Williams Historic Walk,Arizona
710,Drury Inn and Suites,Arizona
711,East Rim Drive,Arizona
712,Echo Canyon Trail and Recreation Area,Arizona
713,Edward Nye Fish House,Arizona
714,El Centro Cultural de las Americas,Arizona
715,El Con Mall,Arizona
716,El Presidio Park,Arizona
717,El Rio Neighborhood Center Murals,Arizona
718,El Tiradito Shrine,Arizona
719,El Tovar Hotel,Arizona
720,Elgin Wineries,Arizona
721,Eliphante,Arizona
722,Elk Ridge Ski & Outdoor Rec,Arizona
723,Embassy Suites Hotel,Arizona
724,Encanto Park,Arizona
725,Enchanted Island,Arizona
726,Enchantment Resort and Mii Amo Spa,Arizona
727,Environmental Research Lab,Arizona
728,Esplendor Resort at Rio Rico,Arizona
729,Estrella Mountain Golf Course,Arizona
730,Estrella Mountain Ranch Golf Club,Arizona
731,Estrella Vista Reception Center,Arizona
732,Fairbank,Arizona
733,Fairfield Inn Flagstaff,Arizona
734,Fairmont Scottsdale,Arizona
735,Falcon Golf Course,Arizona
736,Fatherwolf Designs and Gallery,Arizona
737,Fiddlesticks Family Fun Park,Arizona
738,Fiddlesticks Family Fun Park,Arizona
739,Fiesta Bowl Museum,Arizona
740,Fiesta Mall,Arizona
741,Fifth Avenue,Arizona
742,Finger Rock Trail,Arizona
743,FireSky Resort and Spa- a Kimpton Hotel,Arizona
744,Flagstaff Convention and Visitors Bureau,Arizona
745,Flagstaff Field Center,Arizona
746,Flagstaff Nordic Center,Arizona
747,Flagstaff Playhouse,Arizona
748,Flagstaff Visitor Center,Arizona
749,Flying Horseshoe Ranch,Arizona
750,Foothills Mall,Arizona
751,Foothills Park,Arizona
752,Foothills Recreation and Aquatics Center,Arizona
753,Foothills SK8 Court Plaza,Arizona
754,Forest Villas Hotel,Arizona
755,Fort Bowie National Historic Site,Arizona
756,Fort Huachuca Museum,Arizona
757,Fort Lowell Museum,Arizona
758,Fort Verde State Park,Arizona
759,Fort Whipple,Arizona
760,Four Corners Monument,Arizona
761,Four Points by Sheraton Phoenix North,Arizona
762,Four Seasons Hiking Guides,Arizona
763,Four Seasons Resort Scottsdale at Troon North,Arizona
764,Fourth Avenue,Arizona
765,Franklin Museum,Arizona
766,Fred Lawrence Whipple Observatory,Arizona
767,Funtasticks Family Fun Park,Arizona
768,Gainey Suites Hotel,Arizona
769,Gallery Golf Club,Arizona
770,Gallery of Dreams,Arizona
771,Garden Canyon,Arizona
772,Gates Pass,Arizona
773,Gateway Mall,Arizona
774,Gateway Visitor Centers,Arizona
775,Glen Canyon National Recreation Area in Utah and Arizona Provides Scenic Vistas and Awesome Fun,Arizona
776,Glendale Arena at Westgate City Center,Arizona
777,Glendale Community College,Arizona
778,Glendale Historic District,Arizona
779,Gold Canyon,Arizona
780,Gold Canyon Golf Resort,Arizona
781,Gold Canyon Resort - Dinosaur Mountain Golf Course,Arizona
782,"Gold Canyon Resort - Sidewinder Golf Course - Apache Junction, AZ - a course winding around a mountain bas",Arizona
783,Gold King Mine Museum and Ghost Town,Arizona
784,Golden Gate Mountain,Arizona
785,Golf Club at Eagle Mountain,Arizona
786,Golf in the Desert,Arizona
787,Golf N' Stuff Family Fun Center,Arizona
788,Good Enough Mine Tour,Arizona
789,Goodyear Skate Park,Arizona
790,Grady Gammage Auditorium,Arizona
791,Grand Canyon,Arizona
792,Grand Canyon Caverns,Arizona
793,Grand Canyon Field Institute,Arizona
794,Grand Canyon Imax Theater,Arizona
795,Grand Canyon North Rim,Arizona
796,Grand Canyon Railway,Arizona
797,Grand Canyon Railway,Arizona
798,Grand Canyon South Rim,Arizona
799,Grand Canyon University,Arizona
800,Grand Canyon Village,Arizona
801,Grand Canyon-Parashant National Monument Arizona,Arizona
802,Grand Falls of the Little Colorado River,Arizona
803,Grandeur Point,Arizona
804,Grandview Point,Arizona
805,Grandview Trail,Arizona
806,Greasewood Park,Arizona
807,Greenhouse Trail,Arizona
808,Hale Centre Theatre,Arizona
809,Hall of Flame Museum of Firefighting,Arizona
810,Hatathali Museum,Arizona
811,Havasu Canyon,Arizona
812,Havasu Island Golf Course,Arizona
813,Havasupai Falls,Arizona
814,"Havasupai Indian Reservation - Supai, AZ -an Indian Reservation in the Grand Canyon",Arizona
815,Haven Golf Course,Arizona
816,Heard Museum,Arizona
817,Heard Museum West,Arizona
818,Heart of Rocks,Arizona
819,Helldorado,Arizona
820,Heritage Highlands Golf Course,Arizona
821,Heritage Park Zoo,Arizona
822,Hermit Road / West Rim Drive at the South Rim,Arizona
823,Hermit Trail - Grand Canyon National Park - AZ - a trail abandoned during 1931,Arizona
824,High Country Conference Center,Arizona
825,High Desert Gallery,Arizona
826,Hilton El Conquistador Resort and Country Club,Arizona
827,Hilton Sedona Resort and Spa,Arizona
828,"Historic Colossal Cave Mountain Park in Vail, Arizona - Historic Cave, Ranch, Museums and More",Arizona
829,Historic Downtown and Railroad District,Arizona
830,Historic Heritage Square,Arizona
831,Historic Navajo Bridge,Arizona
832,Historic Old Town Cottonwood,Arizona
833,Historic Route 66 Museum,Arizona
834,Hohokam Pima National Monument Arizona,Arizona
835,Hohokam Road,Arizona
836,Hole in the Rock,Arizona
837,Holiday Inn Express Grand Canyon,Arizona
838,Homolovi Ruins State Park,Arizona
839,Honanki,Arizona
840,Hopi House,Arizona
841,Hopi Point,Arizona
842,Hotel Aspen Inn Suites Flagstaff/ Grand Canyon,Arizona
843,Hotel Indigo Scottsdale,Arizona
844,Hotel San Carlos,Arizona
845,Hotel Valley Ho,Arizona
846,Hotel Vendome,Arizona
847,Hualapai Hilltop,Arizona
848,Hubbell Trading Post,Arizona
849,Huckaby Trail,Arizona
850,Huhugam Heritage Center,Arizona
851,Hunter Trail,Arizona
852,Hyatt Pinon Pointe,Arizona
853,Hyatt Regency,Arizona
854,Hyatt Regency Scottsdale Resort and Spa at Gainey Ranch,Arizona
855,Imperial National Wildlife Refuge,Arizona
856,Indian Garden,Arizona
857,Inner Canyon,Arizona
858,Institute of Eco Tourism,Arizona
859,InterContinental Montelucia Resort & Spa,Arizona
860,International Wildlife Museum,Arizona
861,Ironwood Country Club,Arizona
862,J. Knox Corbett House,Arizona
863,Jerome Artists Cooperative Gallery,Arizona
864,Jerome Historical Society Mine Museum,Arizona
865,JJ's Old West Flea Market & Farmer's Market,Arizona
866,"Jobing.com Arena Glendale, Arizona",Arizona
867,Joesler Village,Arizona
868,John Wesley Powell Museum,Arizona
869,Junipine Resort,Arizona
870,JW Marriott Desert Ridge Resort and Spa,Arizona
871,JW Marriott Starr Pass Resort and Spa,Arizona
872,Kachina Trail,Arizona
873,Kaibab National Forest,Arizona
874,Kaibab Petroglyphs,Arizona
875,Kartchner Caverns State Park,Arizona
876,Katherine's Landing,Arizona
877,Katydid Museum,Arizona
878,Ken Patrick Trail,Arizona
879,Kierland Commons,Arizona
880,Kierland Golf Course,Arizona
881,King Canyon Trail,Arizona
882,"Kings Ransom Sedona Hotel, Sedona",Arizona
883,Kinishba Ruins and Fort Apache Museum,Arizona
884,Kino Sports Complex,Arizona
885,"Kitt Peak National Optical Astronomy Observatory - Tucson, Arizona Astronomical Observatory and Space Center",Arizona
886,L'Auberge de Sedona Resort,Arizona
887,La Casa Cordova,Arizona
888,La Posada Hotel,Arizona
889,La Quinta Inn and Suites,Arizona
890,Lake Havasu State Park,Arizona
891,Lake Mary,Arizona
892,Lake Pleasant Regional Park,Arizona
893,Lava Falls,Arizona
894,Lava River Cave,Arizona
895,Lawrence Memorial Hall (Spook Hall),Arizona
896,Legacy Golf Resort,Arizona
897,Legend Trail Golf Club,Arizona
898,Legend Trail Golf Club,Arizona
899,Lipan Point,Arizona
900,Little America Hotel,Arizona
901,Little Horse Trail,Arizona
902,Loews Ventana Canyon Resort,Arizona
903,London Bridge Golf Club,Arizona
904,Lonely Dell Ranch Historic District,Arizona
905,Longbow Golf Club,Arizona
906,Lookout Studio,Arizona
907,Los Abrigados Resort and Spa,Arizona
908,Lost Canyon Trail,Arizona
909,Lost Dutchman State Park,Arizona
910,Lowell Observatory,Arizona
911,Lutes Casino,Arizona
912,Lynx Lake Recreation Area,Arizona
913,Madera Canyon,Arizona
914,Main Street Arts District,Arizona
915,Maricopa Point,Arizona
916,Marriot's Canyon Villas,Arizona
917,Marshall Way Arts District,Arizona
918,Massacre Cave,Arizona
919,Mather Point,Arizona
920,Matterhorn Inn,Arizona
921,McCormick-Stillman Railroad Park,Arizona
922,Mesa Convention Center,Arizona
923,Mesa Historical Museum,Arizona
924,Mesa Riverview,Arizona
925,Meteor Crater,Arizona
926,Metrocenter Mall,Arizona
927,Millennium Resort Scottsdale McCormick Ranch,Arizona
928,Millennium Resort Scottsdale McCormick Ranch,Arizona
929,Mini Golf Paradise,Arizona
930,Miraval Arizona,Arizona
931,Mission San Xavier del Bac,Arizona
932,Mittry Lake Wildlife Area,Arizona
933,Mogollon Rim,Arizona
934,Mohave Point,Arizona
935,Montezuma Castle National Monument Arizona,Arizona
936,Monument Valley Navajo Park,Arizona
937,Mooney Falls,Arizona
938,Moss Spa,Arizona
939,Mount Graham International Observatory,Arizona
940,Mount Lemmon Ski Valley,Arizona
941,Mount Wilson Trail,Arizona
942,Mountain View Park,Arizona
943,Mountain Waves Healing Arts,Arizona
944,Movimiento Artistico del Rio Salado,Arizona
945,Mt. Lemmon SkyCenter Observatory,Arizona
946,Muleshoe Ranch,Arizona
947,Mummy Cave,Arizona
948,Munds Mountain Wilderness,Arizona
949,Museo Chicano,Arizona
950,Museum of Contemporary Art - Tucson,Arizona
951,Museum of Northern Arizona,Arizona
952,Mystery Castle,Arizona
953,Nankoweap Trail,Arizona
954,Navajo Nation Museum,Arizona
955,Navajo National Monument Arizona,Arizona
956,Navajo Reservation,Arizona
957,Navajo Village Heritage Center,Arizona
958,North Bass Trail,Arizona
959,North Kaibab Trail,Arizona
960,North Lake,Arizona
961,North Rim Drive,Arizona
962,O.K. Corral,Arizona
963,Oak Creek Brewery,Arizona
964,Oak Creek Canyon,Arizona
965,Oak Creek Country Club,Arizona
966,Oak Creek Trail,Arizona
967,Oak Creek Vista Overlook,Arizona
968,Ocotillo Golf Club,Arizona
969,Octane Lounge,Arizona
970,Old Pueblo Trolley,Arizona
971,Old Town Center for the Arts,Arizona
972,Old Tucson Studios,Arizona
973,Omni Tucson National Golf Resort and Spa,Arizona
974,Organ Pipe Cactus National Monument Arizona,Arizona
975,Orpheum Theater,Arizona
976,Out of Africa Wildlife Park,Arizona
977,P1 Kart Circuit,Arizona
978,Page Springs Valley,Arizona
979,Painted Desert,Arizona
980,Palatki,Arizona
981,Palm Valley Golf Club,Arizona
982,Palms,Arizona
983,Papago Golf Course,Arizona
984,Papago Park,Arizona
985,Paradise Valley Mall,Arizona
986,Park Place,Arizona
987,Parker Canyon Lake,Arizona
988,Patagonia Lake State Park,Arizona
989,Phippen Museum,Arizona
990,Phoenix Art Museum,Arizona
991,Phoenix Children's Museum,Arizona
992,Phoenix International Raceway,Arizona
993,Phoenix Mountain Preserve,Arizona
994,Phoenix Municipal Stadium,Arizona
995,Phoenix Police Museum,Arizona
996,Phoenix Sky Harbor International Airport - Phoenix AZ Phoenix International Airport,Arizona
997,Phoenix Symphony,Arizona
998,Phoenix Theatre,Arizona
999,Phoenix Zoo,Arizona
1000,Picacho Peak State Park,Arizona
1001,Picture Rocks Miniature Horse Ranch,Arizona
1002,Piestewa Peak,Arizona
1003,Pima Air & Space Museum,Arizona
1004,Pima Canyon,Arizona
1005,Pima County Courthouse,Arizona
1006,Pima Point,Arizona
1007,Pinal County Historical Museum,Arizona
1008,Pinery Canyon Loop,Arizona
1009,Pioneer Living History Museum,Arizona
1010,Pioneer Memorial,Arizona
1011,Pioneer Museum,Arizona
1012,Pipe Spring National Monument Arizona,Arizona
1013,Planes of Fame Museum,Arizona
1014,Poco Diablo Resort,Arizona
1015,Point Imperial Drive,Arizona
1016,Point Sublime,Arizona
1017,Pointe Hilton Squaw Peak Resort,Arizona
1018,Pointe Hilton Tapatio Cliffs Resort,Arizona
1019,Postal History Foundation,Arizona
1020,Powder Box Church,Arizona
1021,Powell Point,Arizona
1022,Prescott Brewing Company,Arizona
1023,Prescott Golf Club,Arizona
1024,Prescott National Forest,Arizona
1025,Pueblo Grande,Arizona
1026,Puerto Blanco Scenic Drive,Arizona
1027,Quail Creek Country Club,Arizona
1028,Quechan Indian Museum,Arizona
1029,Queen Mine Tours,Arizona
1030,Queens Bay Country Club,Arizona
1031,Quitobaquito Spring,Arizona
1032,Radisson Fort McDowell Resort & Casino,Arizona
1033,Radisson Hotel Phoenix Airport North,Arizona
1034,Radisson Poco Diablo Resort,Arizona
1035,Radisson Woodlands Hotel,Arizona
1036,Rainbow Forest,Arizona
1037,Rainbow Rim Trail,Arizona
1038,Rainbow Trout Farm,Arizona
1039,Ramsey Canyon Preserve,Arizona
1040,Rancho Manana Golf Club,Arizona
1041,Rancho Rossa Vineyards,Arizona
1042,Rancho Tonto Catch-A-Trout,Arizona
1043,Raptor at Grayhawk Golf Club,Arizona
1044,Raven Golf Club at Verrado,Arizona
1045,Raven Site Ruin,Arizona
1046,Red Canyon Trail,Arizona
1047,Red Mountain Trail,Arizona
1048,Red Rock Balloons,Arizona
1049,Red Rock Scenic Byway (SR 179),Arizona
1050,Red Rock State Park,Arizona
1051,Reid Park,Arizona
1052,Reid Park Zoo,Arizona
1053,Residence Inn Flagstaff,Arizona
1054,Retreat and Heal,Arizona
1055,Rex Allen Arizona Cowboy Museum,Arizona
1056,Rialto Theatre,Arizona
1057,Ridge on Sedona Golf Resort,Arizona
1058,Rillito Park Horse Racetrack,Arizona
1059,Rillito River Park,Arizona
1060,Rim Country Museum,Arizona
1061,Rim Trail,Arizona
1062,Rio Vista Recreation Center,Arizona
1063,Riordan Mansion State Historic Park,Arizona
1064,Ritz Carlton Golf Course Dove Mountain,Arizona
1065,Robson's Arizona Mining World,Arizona
1066,Rock Art Canyon Ranch,Arizona
1067,Romero House,Arizona
1068,Rooster Cogburn Ostrich Ranch,Arizona
1069,Roper Lake State Park,Arizona
1070,Roper Lake State Park,Arizona
1071,Rose Tree Museum and Books,Arizona
1072,Royal Palms Resort and Spa,Arizona
1073,Sabino Canyon,Arizona
1074,San Francisco Peaks,Arizona
1075,San Ignacio Golf Club,Arizona
1076,San Pedro Riparian National Conservation Area,Arizona
1077,Sanctuary Camelback Mountain,Arizona
1078,Santa Catalina Mountains,Arizona
1079,Santa Cruz Church,Arizona
1080,Santa Fe Square and Galleria,Arizona
1081,Schnepf Farms,Arizona
1082,Scottsdale Civic Center,Arizona
1083,Scottsdale Community College,Arizona
1084,Scottsdale Cottonwoods Resort,Arizona
1085,Scottsdale Fashion Square,Arizona
1086,Scottsdale Historical Museum,Arizona
1087,Scottsdale Marriott at McDowell Mountains,Arizona
1088,Scottsdale Marriott Suites Old Town,Arizona
1089,Scottsdale Museum of Contemporary Art,Arizona
1090,Scottsdale Plaza Resort,Arizona
1091,Scottsdale Ranch Park,Arizona
1092,Scottsdale Resort and Conference Center,Arizona
1093,Scottsdale Stadium,Arizona
1094,Sedona Dream Theater,Arizona
1095,Sedona Golf Resort,Arizona
1096,Sedona Heritage Museum,Arizona
1097,Sedona Real Inn and Suites,Arizona
1098,Sedona Rouge Hotel and Spa,Arizona
1099,Sedona Summit Resort,Arizona
1100,Sentinel Peak,Arizona
1101,Sharlot Hall Museum,Arizona
1102,Shemer Art Center and Museum,Arizona
1103,Sheraton Desert Oasis,Arizona
1104,Signal Hill Trail,Arizona
1105,Sitgreaves Pass,Arizona
1106,Six Gun City Wild West Show,Arizona
1107,Skywalk Grand Canyon,Arizona
